author,year,area,Journal,method,species,pollutant,p_type1,p_type2.x,Nc,Mc,Sc,Ne,Me,Se,land_use_c,land_use_e,other_param,comment,stulab,stuid,areaid,independent,caseid,obid_l1,obid_l2,obid_l3,caselab,caseid2,obid_l1_2,oblab,p_type2,es_adj,var_adj,es_nadj,var_nadj,shared.T,se_adj,se_nadj,Check,point_dis,dis_to_pol(m),areasize(km2),temperature,humidity(%),pressure,windspeed(m/s),aveconcen(mug/m3),greencover,city,country,landtype_control,landtype_exp,leaf
Yli-Pelkonen,2020,Helsinki,Atmospheric Environment,Passive sampler,NA,NO2,NOX,g,9,16.7,3.7,9,16.8,4.2,outside forests,inside forests,mug,"2m,below canopy,summer",48_Yli-Pelkonen_2020,48,NA,TRUE,1,110,31,52,48_Yli-Pelkonen_2020_case1,case1,obs.110,Yli-Pelkonen_2020_obs.110,g,0.005970167,0.012398606,0.005970167,0.012398606,FALSE,0.111349028,0.111349028,,subpoint,19.4,0.00118,15.8,70,,1.5,16.8,0.76,Helsinki,Finland,Traffic road,Forest,TRUE
Yli-Pelkonen,2020,Helsinki,Atmospheric Environment,Passive sampler,NA,NO2,NOX,g,9,16,3.4,9,16,3.9,outside forests,inside forests,mug,"4.8m,above canopy,summer",48_Yli-Pelkonen_2020,48,NA,TRUE,2,111,32,53,48_Yli-Pelkonen_2020_case2,case2,obs.111,Yli-Pelkonen_2020_obs.111,g,0,0.011618924,0,0.011618924,FALSE,0.107791111,0.107791111,,subpoint,19.4,0.00118,15.8,70,,1.5,16,0.76,Helsinki,Finland,Traffic road,Forest,TRUE
Yli-Pelkonen,2020,Helsinki,Atmospheric Environment,Passive sampler,NA,NO2,NOX,g,9,27.6,6.3,9,27.1,6.2,outside forests,inside forests,mug,"2m,below canopy,winter",48_Yli-Pelkonen_2020,48,NA,TRUE,3,112,33,54,48_Yli-Pelkonen_2020_case3,case3,obs.112,Yli-Pelkonen_2020_obs.112,g,-0.018282045,0.011604929,-0.018282045,0.011604929,FALSE,0.107726175,0.107726175,,subpoint,19.4,0.00118,2.1,89,,5.4,27.4,0.15,Helsinki,Finland,Outside forest,Forest,FALSE
Yli-Pelkonen,2020,Helsinki,Atmospheric Environment,Passive sampler,NA,NO2,NOX,g,9,26.8,5.3,9,27.3,6.3,outside forests,inside forests,mug,"4.8m,above canopy,winter",48_Yli-Pelkonen_2020,48,NA,TRUE,4,113,34,55,48_Yli-Pelkonen_2020_case4,case4,obs.113,Yli-Pelkonen_2020_obs.113,g,0.018484815,0.010262659,0.018484815,0.010262659,FALSE,0.101304781,0.101304781,,subpoint,19.4,0.00118,2.1,89,,5.4,27,0.15,Helsinki,Finland,Outside forest,Forest,FALSE
Gui,2021,"Chongqing,China",JOHSIWC,Pollutant analyzer,NA,TSP,PM,s,9,148,50.5,9,121.1,35.9,"no vegetation cover,park","vegetation cover,park",mug,NA,49_Gui_2021,49,NA,TRUE,1,114,59,59,49_Gui_2021_case1,case1,obs.114,Gui_2021_obs.114,s,-0.200595623,0.022701183,-0.200595623,0.022701183,FALSE,0.150669116,0.150669116,,subpoint,20,0.00126,19.2,75.6,,1.3,134.55,,Chongqing,China,Outside patch,Park,TRUE
Gui,2021,"Chongqing,China",JOHSIWC,Pollutant analyzer,NA,PM10,PM,s,9,96.4,27.3,9,82.9,16.8,"no vegetation cover,park","vegetation cover,park",mug,NA,49_Gui_2021,49,NA,TRUE,2,115,60,60,49_Gui_2021_case2,case2,obs.115,Gui_2021_obs.115,s,-0.150871139,0.01347422,-0.150871139,0.01347422,FALSE,0.116078509,0.116078509,,subpoint,20,0.00126,19.2,75.6,,1.3,89.65,,Chongqing,China,Outside patch,Park,TRUE
Gui,2021,"Chongqing,China",JOHSIWC,Pollutant analyzer,NA,PM25,PM,s,9,62.2,15.5,9,48.3,9.8,"no vegetation cover,park","vegetation cover,park",mug,"missing sd,replaced by spring",49_Gui_2021,49,NA,TRUE,3,116,61,61,49_Gui_2021_case3,case3,obs.116,Gui_2021_obs.116,s,-0.252923439,0.01147406,-0.252923439,0.01147406,FALSE,0.107117038,0.107117038,,subpoint,20,0.00126,19.2,75.6,,1.3,55.25,,Chongqing,China,Outside patch,Park,TRUE
YinShan,2007,Shanghai,Acta Ecologica Sinica,Pollutant analyzer,NA,PM,PM,s,6,0.51,0.04,6,0.33,0.1,roadside-5m,roadside,mg,NA,5_YinShan_2007,5,NA,TRUE,1,117,62,62,5_YinShan_2007_case1,case1,obs.117,YinShan_2007_obs.117,s,-0.435318071,0.016329807,-0.435318071,0.016329807,FALSE,0.127788135,0.127788135,,subpoint,5,7.85375E-05,17.4,74,,3.4,420,0.77,Shanghai,China,Traffic road,Lane,TRUE
YinShan,2007,Shanghai,Acta Ecologica Sinica,Pollutant analyzer,NA,PM,PM,s,6,0.51,0.04,6,0.22,0.04,roadside-10m,roadside,mg,NA,5_YinShan_2007,5,NA,TRUE,2,118,63,63,5_YinShan_2007_case2,case2,obs.118,YinShan_2007_obs.118,s,-0.840783179,0.006534889,-0.840783179,0.006534889,FALSE,0.080838658,0.080838658,,subpoint,10,0.00031415,17.4,74,,3.4,364,0.77,Shanghai,China,Traffic road,Lane,TRUE
YinShan,2007,Shanghai,Acta Ecologica Sinica,Pollutant analyzer,NA,PM,PM,s,6,0.51,0.04,6,0.2,0.03,roadside-15m,roadside,mg,NA,5_YinShan_2007,5,NA,TRUE,3,119,64,64,5_YinShan_2007_case3,case3,obs.119,YinShan_2007_obs.119,s,-0.936093359,0.004775247,-0.936093359,0.004775247,FALSE,0.06910316,0.06910316,,subpoint,15,0.000706838,17.4,74,,3.4,358,0.77,Shanghai,China,Traffic road,Lane,TRUE
Hu,2021,"Fuzhou,China",Building and Environment,Pollutant analyzer,NA,PM25,PM,s,8,34,14.9,25,31.7,14.8,narrow street,urban park,mug,NA,50_Hu_2021,50,NA,TRUE,1,120,65,65,50_Hu_2021_case1,case1,obs.120,Hu_2021_obs.120,s,-0.070043844,0.032725236,-0.070043844,0.032725236,FALSE,0.180901177,0.180901177,,separate,700,1.54,27.6,78,,4,32.85,0.08,Fuzhou,China,Traffic road,Park,TRUE
Hu,2021,"Fuzhou,China",Building and Environment,Pollutant analyzer,NA,PM25,PM,s,8,34.3,15.2,25,31.7,14.8,wide street,urban park,mug,NA,50_Hu_2021,50,NA,TRUE,2,121,66,66,50_Hu_2021_case2,case2,obs.121,Hu_2021_obs.121,s,-0.078828673,0.033266559,-0.078828673,0.033266559,FALSE,0.182391226,0.182391226,,separate,700,1.54,27.6,78,,4,33,0.49,Fuzhou,China,Traffic road,Park,TRUE
Hu,2021,"Fuzhou,China",Building and Environment,Pollutant analyzer,NA,PM10,PM,s,8,46,15.8,25,42.7,15.7,narrow street,urban park,mug,NA,50_Hu_2021,50,NA,TRUE,3,122,67,67,50_Hu_2021_case3,case3,obs.122,Hu_2021_obs.122,s,-0.074442476,0.020154752,-0.074442476,0.020154752,FALSE,0.141967432,0.141967432,,separate,700,1.54,27.6,78,,4,44.35,0.08,Fuzhou,China,Traffic road,Park,TRUE
Hu,2021,"Fuzhou,China",Building and Environment,Pollutant analyzer,NA,PM10,PM,s,8,46.5,16.4,25,42.7,15.7,wide street,urban park,mug,NA,50_Hu_2021,50,NA,TRUE,4,123,68,68,50_Hu_2021_case4,case4,obs.123,Hu_2021_obs.123,s,-0.085253392,0.020956206,-0.085253392,0.020956206,FALSE,0.144762584,0.144762584,,separate,700,1.54,27.6,78,,4,44.6,0.49,Fuzhou,China,Traffic road,Park,TRUE
Fedrica,2013,"Siena,Italy","21st International Conference on Modelling, Monitoring and Management of Air Pollution",Passive sampler,Oak forsts,NO2,NOX,g,16,47.06,12.03,16,58.74,10.28,outside forsts-1m from roadside,inside forsts-1m from roadside,mug,NA,53_Fedrica_2013,53,NA,TRUE,1,124,35,56,53_Fedrica_2013_case1,case1,obs.124,Fedrica_2013_obs.124,g,0.221697542,0.005998453,0.221697542,0.005998453,FALSE,0.077449679,0.077449679,,subpoint,1,3.1415E-06,13.8,78,,2.3,52.9,0.51,Siena,Italy,Traffic road,Patch,TRUE
Fedrica,2013,"Siena,Italy","21st International Conference on Modelling, Monitoring and Management of Air Pollution",Passive sampler,Oak forsts,NO2,NOX,g,16,37.3,2.79,16,31.55,4.01,outside forsts-5m from roadside,inside forsts-5m from roadside,mug,NA,53_Fedrica_2013,53,NA,TRUE,2,125,36,57,53_Fedrica_2013_case2,case2,obs.125,Fedrica_2013_obs.125,g,-0.167419738,0.001359328,-0.167419738,0.001359328,FALSE,0.036869067,0.036869067,,subpoint,5,7.85375E-05,13.8,78,,2.3,34.425,0.51,Siena,Italy,Traffic road,Patch,TRUE
Fedrica,2013,"Siena,Italy","21st International Conference on Modelling, Monitoring and Management of Air Pollution",Passive sampler,Oak forsts,NO2,NOX,g,16,29.8,6.27,16,24.75,5.75,outside forsts-10m from roadside,inside forsts-10m from roadside,mug,NA,53_Fedrica_2013,53,NA,TRUE,3,126,37,58,53_Fedrica_2013_case3,case3,obs.126,Fedrica_2013_obs.126,g,-0.185682904,0.006140211,-0.185682904,0.006140211,FALSE,0.078359498,0.078359498,,subpoint,10,0.00031415,13.8,78,,2.3,27.275,0.51,Siena,Italy,Traffic road,Patch,TRUE
Fedrica,2013,"Siena,Italy","21st International Conference on Modelling, Monitoring and Management of Air Pollution",Passive sampler,Oak forsts,O3,O3,g,16,43.13,12.13,16,37.27,10.4,outside forsts-1m from roadside,inside forsts-1m from roadside,mug,NA,53_Fedrica_2013,53,NA,TRUE,4,127,13,59,53_Fedrica_2013_case4,case4,obs.127,Fedrica_2013_obs.127,g,-0.146030097,0.009810218,-0.146030097,0.009810218,FALSE,0.099046546,0.099046546,,subpoint,1,3.1415E-06,13.8,78,,2.3,40.2,0.51,Siena,Italy,Traffic road,Patch,TRUE
Fedrica,2013,"Siena,Italy","21st International Conference on Modelling, Monitoring and Management of Air Pollution",Passive sampler,Oak forsts,O3,O3,g,16,45.01,2.92,16,44.02,3.9,outside forsts-5m from roadside,inside forsts-5m from roadside,mug,NA,53_Fedrica_2013,53,NA,TRUE,5,128,14,60,53_Fedrica_2013_case5,case5,obs.128,Fedrica_2013_obs.128,g,-0.022240611,7.54E-04,-0.022240611,7.54E-04,FALSE,0.027452191,0.027452191,,subpoint,5,7.85375E-05,13.8,78,,2.3,44.515,0.51,Siena,Italy,Traffic road,Patch,TRUE
Fedrica,2013,"Siena,Italy","21st International Conference on Modelling, Monitoring and Management of Air Pollution",Passive sampler,Oak forsts,O3,O3,g,16,46.78,6.28,16,42.65,5.63,outside forsts-10m from roadside,inside forsts-10m from roadside,mug,NA,53_Fedrica_2013,53,NA,TRUE,6,129,15,61,53_Fedrica_2013_case6,case6,obs.129,Fedrica_2013_obs.129,g,-0.092428487,0.002215442,-0.092428487,0.002215442,FALSE,0.047068478,0.047068478,,subpoint,10,0.00031415,13.8,78,,2.3,44.715,0.51,Siena,Italy,Traffic road,Patch,TRUE
Federica,2015,"Siena,Italy",Urban Climate,Passive sampler,NA,NO2,NOX,g,20,53.7,4.4,20,61.6,5.1,open field,under tree canopy,mug,"1M to traffic road,average of 5 month",54_Federica_2015,54,NA,TRUE,1,130,38,62,54_Federica_2015_case1,case1,obs.130,Federica_2015_obs.130,g,0.137248869,6.78E-04,0.137248869,6.78E-04,FALSE,0.026046276,0.026046276,,subpoint,1,3.1415E-06,13.4,77,,2,57.65,0.43,Siena,Italy,Traffic road,Patch,TRUE
Federica,2015,"Siena,Italy",Urban Climate,Passive sampler,NA,NO2,NOX,g,20,34.4,3.3,20,29.2,4.2,open field,under tree canopy,mug,"5M to traffic road,average of 5 month",54_Federica_2015,54,NA,TRUE,2,131,39,63,54_Federica_2015_case2,case2,obs.131,Federica_2015_obs.131,g,-0.163887855,0.001494565,-0.163887855,0.001494565,FALSE,0.0386596,0.0386596,,subpoint,5,7.85375E-05,13.4,77,,2,31.8,0.43,Siena,Italy,Traffic road,Patch,TRUE
Federica,2015,"Siena,Italy",Urban Climate,Passive sampler,NA,NO2,NOX,g,20,28.9,4.5,20,22.5,3,open field,under tree canopy,mug,"10M to traffic road,average of 5 month",54_Federica_2015,54,NA,TRUE,3,132,40,64,54_Federica_2015_case3,case3,obs.132,Federica_2015_obs.132,g,-0.250326286,0.002101159,-0.250326286,0.002101159,FALSE,0.045838399,0.045838399,,subpoint,10,0.00031415,13.4,77,,2,25.7,0.43,Siena,Italy,Traffic road,Patch,TRUE
Federica,2015,"Siena,Italy",Urban Climate,Passive sampler,NA,O3,O3,g,20,23.4,2.1,20,35.6,6.2,open field,under tree canopy,mug,"1M to traffic road,average of 5 month",54_Federica_2015,54,NA,TRUE,4,133,16,65,54_Federica_2015_case4,case4,obs.133,Federica_2015_obs.133,g,0.419609615,0.001919234,0.419609615,0.001919234,FALSE,0.043809062,0.043809062,,subpoint,1,3.1415E-06,13.4,77,,2,29.5,0.43,Siena,Italy,Traffic road,Patch,TRUE
Federica,2015,"Siena,Italy",Urban Climate,Passive sampler,NA,O3,O3,g,20,42.4,3.1,20,38.4,4.3,open field,under tree canopy,mug,"5M to traffic road,average of 5 month",54_Federica_2015,54,NA,TRUE,5,134,17,66,54_Federica_2015_case5,case5,obs.134,Federica_2015_obs.134,g,-0.099090903,8.94E-04,-0.099090903,8.94E-04,FALSE,0.029903909,0.029903909,,subpoint,5,7.85375E-05,13.4,77,,2,40.4,0.43,Siena,Italy,Traffic road,Patch,TRUE
Federica,2015,"Siena,Italy",Urban Climate,Passive sampler,NA,O3,O3,g,20,41.6,4.7,20,35.9,4.6,open field,under tree canopy,mug,"10M to traffic road,average of 5 month",54_Federica_2015,54,NA,TRUE,6,135,18,67,54_Federica_2015_case6,case6,obs.135,Federica_2015_obs.135,g,-0.147362872,0.001459145,-0.147362872,0.001459145,FALSE,0.038198757,0.038198757,,subpoint,10,0.00031415,13.4,77,,2,38.75,0.43,Siena,Italy,Traffic road,Patch,TRUE
Liu,2016,"Beijing,China",Environmental Science And Pollution Research,Pollutant analyzer,NA,PM10,PM,s,11,129,30.9,11,157.8,51.2,bare land,forests,mug,NA,55_Liu_2016,55,NA,TRUE,1,136,69,69,55_Liu_2016_case1,case1,obs.136,Liu_2016_obs.136,s,0.201516004,0.014786557,0.201516004,0.014786557,FALSE,0.121599987,0.121599987,,separate,1260,4.987,9.2,55,,1.8,143.4,0.37,Beijing,China,Outside forest,Forest,FALSE
Liu,2016,"Beijing,China",Environmental Science And Pollution Research,Pollutant analyzer,NA,PM25,PM,s,11,56.3,14.5,11,53.6,10.2,bare land,forests,mug,NA,55_Liu_2016,55,NA,TRUE,2,137,70,70,55_Liu_2016_case2,case2,obs.137,Liu_2016_obs.137,s,-0.049145467,0.009322266,-0.049145467,0.009322266,FALSE,0.096551884,0.096551884,,separate,1260,4.987,9.2,55,,1.8,54.9,0.37,Beijing,China,Outside forest,Forest,FALSE
Yli-Pelkonen,2018,"Yanji,China",Atmospheric Environment,Passive sampler,NA,NO2,NOX,g,6,20.7,6.5,6,20.3,5.9,open area,under tree cover,mug,experimental sites located in urban park,56_Yli-Pelkonen_2018,56,NA,TRUE,3,138,41,68,56_Yli-Pelkonen_2018_case3,case3,obs.138,Yli-Pelkonen_2018_obs.138,g,-0.019512814,0.030512318,-0.019512814,0.030512318,FALSE,0.174677754,0.174677754,,subpoint,54,0.00916,17,60,,2.3,20.5,0.76,Yanji,China,Outside patch,Patch,TRUE
Yli-Pelkonen,2018,"Yanji,China",Atmospheric Environment,Passive sampler,NA,SO2,SO2,g,6,2.6,1.2,6,2.1,0.9,open area,under tree cover,mug,experimental sites located in urban park,56_Yli-Pelkonen_2018,56,NA,TRUE,4,139,10,69,56_Yli-Pelkonen_2018_case4,case4,obs.139,Yli-Pelkonen_2018_obs.139,g,-0.2135741,0.066115203,-0.2135741,0.066115203,FALSE,0.257128768,0.257128768,,subpoint,54,0.00916,17,60,,2.3,2.35,0.76,Yanji,China,Outside patch,Patch,TRUE
Yli-Pelkonen,2018,"Yanji,China",Atmospheric Environment,Passive sampler,NA,O3,O3,g,6,73.7,4.9,6,69.1,4.9,open area,under tree cover,mug,experimental sites located in urban park,56_Yli-Pelkonen_2018,56,NA,TRUE,5,140,19,70,56_Yli-Pelkonen_2018_case5,case5,obs.140,Yli-Pelkonen_2018_obs.140,g,-0.064448068,0.001574805,-0.064448068,0.001574805,FALSE,0.039683808,0.039683808,,subpoint,54,0.00916,17,60,,2.3,71.4,0.76,Yanji,China,Outside patch,Patch,TRUE
Jesus M.Mesanza,1997,Spain,Journal of Environmental Science & health part a,Pollutant analyzer,NA,O3,O3,g,149,16,7.2,150,21.5,9.5,urban,forests,ppb,NA,6_Jesus M.Mesanza_1997,6,NA,TRUE,1,141,20,71,6_Jesus M.Mesanza_1997_case1,case1,obs.141,Jesus M.Mesanza_1997_obs.141,g,0.295464213,0.002660665,0.295464213,0.002660665,FALSE,0.051581633,0.051581633,,separate,,,15.1,78,,2.4,40.3,,Basque,Spain,urban,Forest,TRUE
Masaaki,2008,"Hiroshima,Japan",Environmental Monitoring And Assessment,Passive sampler,NA,SO2,SO2,g,3,2.22,0.41,3,1.19,0.17,uban,mountain,mug,winter,8_Masaaki_2008,8,NA,TRUE,1,142,11,72,8_Masaaki_2008_case1,case1,obs.142,Masaaki_2008_obs.142,g,-0.623553889,0.018172199,-0.623553889,0.018172199,FALSE,0.134804298,0.134804298,,separate,,,8.9,68.7,,1.2,1.705,,Hiroshima,Japan,urban,Forest,FALSE
Masaaki,2008,"Hiroshima,Japan",Environmental Monitoring And Assessment,Passive sampler,NA,SO2,SO2,g,3,3.55,1.8,3,1.6,1.08,uban,mountain,mug,spring,8_Masaaki_2008,8,NA,TRUE,2,143,12,73,8_Masaaki_2008_case2,case2,obs.143,Masaaki_2008_obs.143,g,-0.796943974,0.237572282,-0.796943974,0.237572282,FALSE,0.487413872,0.487413872,,separate,,,10.2,64.7,,1.2,2.575,,Hiroshima,Japan,urban,Forest,FALSE
Masaaki,2008,"Hiroshima,Japan",Environmental Monitoring And Assessment,Passive sampler,NA,SO2,SO2,g,3,2.82,1.33,3,1.06,0.37,uban,mountain,mug,summer,8_Masaaki_2008,8,NA,TRUE,3,144,13,74,8_Masaaki_2008_case3,case3,obs.144,Masaaki_2008_obs.144,g,-0.978467977,0.114758836,-0.978467977,0.114758836,FALSE,0.338760735,0.338760735,,separate,,,26.4,70.7,,1.2,1.94,,Hiroshima,Japan,urban,Forest,TRUE
Masaaki,2008,"Hiroshima,Japan",Environmental Monitoring And Assessment,Passive sampler,NA,SO2,SO2,g,3,1.44,0.81,3,0.85,0.6,uban,mountain,mug,fall,8_Masaaki_2008,8,NA,TRUE,4,145,14,75,8_Masaaki_2008_case4,case4,obs.145,Masaaki_2008_obs.145,g,-0.527162043,0.271558715,-0.527162043,0.271558715,FALSE,0.521112958,0.521112958,,separate,,,24.1,69.7,,1.2,1.145,,Hiroshima,Japan,urban,Forest,TRUE
Tanner,2010,"Springfield, USA",Environmental Pollution,Passive sampler,NA,NO2,NOX,g,5,8,1.3,5,9.9,1.4,outside tree,under tree,ppb,NA,9_Tanner_2010,9,NA,TRUE,1,146,42,76,9_Tanner_2010_case1,case1,obs.146,Tanner_2010_obs.146,g,0.213093215,0.009280842,0.213093215,0.009280842,FALSE,0.096337126,0.096337126,,subpoint,0.45,6.36154E-07,20.6,75,,2.3,18.3,0.65,Springfield,USA,Outside patch,Patch,TRUE
Tanner,2010,"Springfield, USA",Environmental Pollution,Passive sampler,NA,O3,O3,g,5,27.2,5.7,5,21.1,2.5,outside tree,under tree,ppb,NA,9_Tanner_2010,9,NA,TRUE,2,147,21,77,9_Tanner_2010_case2,case2,obs.147,Tanner_2010_obs.147,g,-0.253943933,0.011590644,-0.253943933,0.011590644,FALSE,0.107659853,0.107659853,,subpoint,0.45,6.36154E-07,20.6,75,,2.3,51.6,0.65,Springfield,USA,Outside patch,Patch,TRUE
W. Kuttler,1999,1_W. Kuttler_1999,Atmospheric Environment,Pollutant analyzer,None,NO,NOX,g,8,238.5,115.5,8,61,42,Motorway,Park,NA,NA,1_W. Kuttler_1999,1,4,FALSE,1,148,43,78,1_W. Kuttler_1999_case1,case1,obs.148,W. Kuttler_1999_obs.148,g,-1.462488439,0.058777713,-1.297240169,0.024480642,TRUE,0.242441154,0.156462908,,separate,5000,78.54,11.4,77,,3.59,149.75,,Essen,Germany,Traffic road,Park,TRUE
W. Kuttler,1999,Germany,Atmospheric Environment,Pollutant analyzer,None,NO,NOX,g,24,197.25,130.25,26,23,20,Motorway,Park,NA,NA,1_W. Kuttler_1999,1,4,FALSE,2,152,47,82,1_W. Kuttler_1999_case2,case2,obs.152,W. Kuttler_1999_obs.152,g,-1.923681321,0.031550069,-1.875765827,0.01265007,TRUE,0.177623392,0.112472532,,separate,5000,78.54,11.4,77,,3.59,110.125,,Essen,Germany,Traffic road,Park,TRUE
W. Kuttler,1999,Germany,Atmospheric Environment,Pollutant analyzer,None,NO,NOX,g,13,142,117.25,18,27,23,Motorway,Park,NA,NA,1_W. Kuttler_1999,1,4,FALSE,3,156,51,86,1_W. Kuttler_1999_case3,case3,obs.156,W. Kuttler_1999_obs.156,g,-1.402873114,0.05601746,-1.42493333,0.026207078,TRUE,0.23668008,0.161886003,,separate,5000,78.54,11.4,77,,3.59,84.5,,Essen,Germany,Traffic road,Park,TRUE
W. Kuttler,1999,Germany,Atmospheric Environment,Pollutant analyzer,None,NO2,NOX,g,8,84.75,16,8,69,20,Motorway,Park,NA,NA,1_W. Kuttler_1999,1,4,FALSE,4,160,55,90,1_W. Kuttler_1999_case4,case4,obs.160,W. Kuttler_1999_obs.160,g,-0.280289873,0.010760897,-0.226344595,0.00411751,TRUE,0.103734743,0.064167826,,separate,5000,78.54,11.4,77,,3.59,76.875,,Essen,Germany,Traffic road,Park,TRUE
W. Kuttler,1999,Germany,Atmospheric Environment,Pollutant analyzer,None,NO2,NOX,g,24,71,19.5,26,37,12,Motorway,Park,NA,NA,1_W. Kuttler_1999,1,4,FALSE,5,164,59,94,1_W. Kuttler_1999_case5,case5,obs.164,W. Kuttler_1999_obs.164,g,-0.739069307,0.00445602,-0.656104718,0.001853976,TRUE,0.066753425,0.043057824,,separate,5000,78.54,11.4,77,,3.59,54,,Essen,Germany,Traffic road,Park,TRUE
W. Kuttler,1999,Germany,Atmospheric Environment,Pollutant analyzer,None,NO2,NOX,g,13,63.25,25,18,29,12,Motorway,Park,NA,NA,1_W. Kuttler_1999,1,4,FALSE,6,168,63,98,1_W. Kuttler_1999_case6,case6,obs.168,W. Kuttler_1999_obs.168,g,-0.769828297,0.013247313,-0.761710164,0.006134064,TRUE,0.115096972,0.078320267,,separate,5000,78.54,11.4,77,,3.59,46.125,,Essen,Germany,Traffic road,Park,TRUE
W. Kuttler,1999,Germany,Atmospheric Environment,Pollutant analyzer,None,O3,O3,g,8,11.5,10,8,22,22,Motorway,Park,NA,NA,1_W. Kuttler_1999,1,4,FALSE,7,172,22,102,1_W. Kuttler_1999_case7,case7,obs.172,W. Kuttler_1999_obs.172,g,0.8956456,0.161191525,0.882553565,0.068329042,TRUE,0.401486644,0.261398244,,separate,5000,78.54,11.4,77,,3.59,16.75,,Essen,Germany,Traffic road,Park,TRUE
W. Kuttler,1999,Germany,Atmospheric Environment,Pollutant analyzer,None,O3,O3,g,24,24.25,11.5,26,44,16,Motorway,Park,NA,NA,1_W. Kuttler_1999,1,4,FALSE,8,176,26,106,1_W. Kuttler_1999_case8,case8,obs.176,W. Kuttler_1999_obs.176,g,0.506740475,0.00800059,0.544230374,0.004381141,TRUE,0.089446019,0.066190185,,separate,5000,78.54,11.4,77,,3.59,34.125,,Essen,Germany,Traffic road,Park,TRUE
W. Kuttler,1999,Germany,Atmospheric Environment,Pollutant analyzer,None,O3,O3,g,13,13,9.5,18,30,15,Motorway,Park,NA,NA,1_W. Kuttler_1999,1,4,FALSE,9,180,30,110,1_W. Kuttler_1999_case9,case9,obs.180,W. Kuttler_1999_obs.180,g,0.690291506,0.024728129,0.721529643,0.015169715,TRUE,0.157251802,0.123165399,,separate,5000,78.54,11.4,77,,3.59,21.5,,Essen,Germany,Traffic road,Park,TRUE
Gu Lin,2013,"WuXi,China",Chinese Journal of Applied Ecology,Pollutant analyzer,NA,PM25,PM,s,3,58.46,3.98,3,57.04333333,0.876666667,outside forests(road-spring),inside forests,mug,NA,13_Gu Lin_2013,13,NA,FALSE,1,184,71,71,13_Gu Lin_2013_case1,case1,obs.184,Gu Lin_2013_obs.184,s,-0.054694216,0.001566574,-0.031824914,5.42E-04,FALSE,0.03957997,0.023283672,,separate,50,0.00785375,19.4,61.6,,1.1,57.75166667,0.5,Wuxi,China,Outside forest,Forest,FALSE
Gu Lin,2013,"WuXi,China",Chinese Journal of Applied Ecology,Pollutant analyzer,NA,PM25,PM,s,3,13.03,0.1,3,12.44666667,0.183333333,outside forests(road-summer),inside forests,mug,NA,13_Gu Lin_2013,13,NA,FALSE,2,187,74,74,13_Gu Lin_2013_case2,case2,obs.187,Gu Lin_2013_obs.187,s,-0.055847512,2.77E-05,-0.051284589,1.83E-05,FALSE,0.005265496,0.004283428,,separate,50,0.00785375,31,70.9,,1,12.73833334,0.8,Wuxi,China,Outside forest,Forest,TRUE
Gu Lin,2013,"WuXi,China",Chinese Journal of Applied Ecology,Pollutant analyzer,NA,PM25,PM,s,3,51.1,9.91,3,33.99333333,3.22,outside forests(road-autumn),inside forests,mug,NA,13_Gu Lin_2013,13,NA,FALSE,3,190,77,77,13_Gu Lin_2013_case3,case3,obs.190,Gu Lin_2013_obs.190,s,-0.349558054,0.013115499,-0.402155249,0.005265016,FALSE,0.114522919,0.072560427,,separate,50,0.00785375,15.7,71.6,,0.9,42.54666667,0.6,Wuxi,China,Outside forest,Forest,TRUE
Gu Lin,2013,"WuXi,China",Chinese Journal of Applied Ecology,Pollutant analyzer,NA,PM25,PM,s,3,42.87,4.83,3,39.61333333,0.973333333,outside forests(road-winter),inside forests,mug,NA,13_Gu Lin_2013,13,NA,FALSE,4,193,80,80,13_Gu Lin_2013_case4,case4,obs.193,Gu Lin_2013_obs.193,s,-0.067485148,0.00429664,-0.080256582,0.00147933,FALSE,0.065548759,0.038462053,,separate,50,0.00785375,3.8,54.7,,0.8,41.24166667,0.4,Wuxi,China,Outside forest,Forest,FALSE
Cohen,2014,"Tel-Aviv, Israel",Environmental Pollution,Pollutant analyzer,NA,NOX,NOX,g,144,281.5,157.5,144,89,92,urban square(winter),urban park(winter),ppb,NA,18_Cohen_2014,18,NA,FALSE,1,196,67,114,18_Cohen_2014_case1,case1,obs.196,Cohen_2014_obs.196,g,-0.900380378,0.008340967,-1.001583558,0.004680397,TRUE,0.091328896,0.068413431,,separate,55,0.009503038,13.6,66,,1.6,380,0.65,Tel-Aviv,Israel,Urban,Park,FALSE
Cohen,2014,"Tel-Aviv, Israel",Environmental Pollution,Pollutant analyzer,NA,NOX,NOX,g,192,27,28.5,192,17,12,urban square(summer),urban park(summer),ppb,NA,18_Cohen_2014,18,NA,FALSE,2,198,69,116,18_Cohen_2014_case2,case2,obs.198,Cohen_2014_obs.198,g,-0.367109299,0.005102673,-0.389472179,0.003890392,TRUE,0.071432999,0.062373006,,separate,55,0.009503038,24.1,67,,1.9,45,0.85,Tel-Aviv,Israel,Urban,Park,TRUE
